Date,FibonacciLevels,PBDT,RSI,macd,Volume,EPS (Rs),CI
2018-07-13,364.2916859176809,88.68,65.28830258828481,149.7801930734604,1577536,1.31,35.83818274176891
2018-07-16,355.06420622342563,88.68,62.73716107107241,148.88394748149403,906673,1.31,36.7172874650328
2018-07-17,357.54106169366594,88.68,64.68917602207122,151.06005311834087,3469146,1.31,37.51096038890443
2018-07-18,361.377713185498,88.68,60.24424732540552,145.06012370284043,3554218,1.31,38.98092618797696
2018-07-19,361.81484518000326,88.68,61.06168951509216,140.40371124821286,2130414,1.31,39.622057662542936
2018-07-20,359.67791385434305,88.68,61.43889659154553,135.9053712695386,1534917,1.31,40.21618099359192
2018-07-23,361.1834986689828,88.68,70.78446208633935,153.8255409334597,1648451,1.31,40.77128901297525
2018-07-24,361.42635864433805,88.68,73.76445277686946,176.11912834469695,1142955,1.31,45.86808120058468
2018-07-25,359.5322551670148,88.68,69.49595866414191,185.98337298418664,2028167,1.31,47.9976216705922
2018-07-26,359.8722484923923,88.68,53.15115720741719,163.98212486146076,2236860,1.31,50.69430016760087
2018-07-27,363.66035170595455,88.68,50.1449170418328,138.34070343498024,2835864,1.31,50.94598784470767
2018-07-30,373.1792458963235,88.68,52.55191763904508,122.11754695414676,2998129,1.31,48.29139284679822
2018-07-31,416.1599839273713,88.68,56.897698411409614,118.56997545828926,18573319,1.31,48.8516794333919
2018-08-01,426.4558519766235,88.68,50.4723096433768,100.81698524976127,9757456,1.31,49.40301022120394
2018-08-02,423.9790156248721,88.68,44.45422040657944,70.59525154721086,3356054,1.31,44.26697662028951
2018-08-03,428.6898560290797,88.68,46.00643843966997,49.507660398665394,5007266,1.31,44.859442214579495
2018-08-06,430.14689195606167,88.68,49.40055027695652,39.98882736463384,2403824,1.31,45.42927393563147
2018-08-07,432.08948021496735,88.68,53.372975504345405,41.59828689079586,3264114,1.31,45.829350777727264
2018-08-08,433.93493865120047,88.68,46.90320390166177,26.84834592820698,2903147,1.31,46.469093221270434
2018-08-09,428.44704442637175,88.68,45.13221520253156,10.3159101420988,3303838,1.31,44.44116002502809
2018-08-10,427.3785973042898,88.68,45.21211244520273,-2.586922961174423,1682527,1.31,44.72570064248532
2018-08-13,425.8244593464762,88.68,43.139716245114926,-17.797308927143604,1636383,1.31,45.255045352548734
2018-08-14,427.8642689618581,88.68,48.183976907296206,-19.39294781227909,2732923,1.31,47.52112452903511
